frame_idx,entropy,all_zero,ascii
171,1.3432,0,0
172,1.8124,0,0
173,3.2124,0,0
174,1.1043,0,0
175,1.6786,0,0
176,3.5633,0,0
177,2.0923,0,0
178,3.6975,0,1
179,0.0000,1,0
180,0.0000,1,0
181,0.0000,1,0
182,1.7576,0,0
183,3.5415,0,0
184,2.8551,0,0
185,2.2160,0,0
186,3.7688,0,0
187,5.2136,0,0
188,5.2379,0,1
189,3.6520,0,0
190,3.0204,0,0
191,3.1083,0,1
192,2.3313,0,0
193,2.5610,0,0
194,4.5472,0,0
195,4.5719,0,1
196,4.1689,0,1
197,4.3314,0,1
198,4.1055,0,0
199,3.1628,0,1
200,4.0317,0,0
201,4.8302,0,0
202,3.5608,0,0
203,4.1630,0,0
204,1.8056,0,0
205,3.4005,0,0
206,2.4457,0,0
207,2.9124,0,0
208,4.3241,0,0
209,5.0509,0,0
210,5.2186,0,1
211,3.9366,0,1
212,2.3731,0,0
213,2.8913,0,0
214,2.0327,0,0
215,2.3719,0,0
216,4.4194,0,1
217,4.0626,0,0
218,4.4187,0,1
219,4.2409,0,1
220,4.2929,0,0
221,3.8986,0,0
222,4.2271,0,0
223,4.3786,0,1
224,4.3500,0,0
225,3.4055,0,0
226,1.8978,0,0
227,3.3272,0,0
228,2.5084,0,0
229,2.6163,0,0
230,4.3953,0,0
231,5.2945,0,0
232,5.5051,0,1
233,4.1854,0,1
234,2.7960,0,0
235,2.9568,0,0
236,2.4871,0,0
237,2.8528,0,0
238,4.7551,0,1
239,4.5483,0,1
240,4.6656,0,1
241,4.1502,0,1
242,3.8799,0,0
243,3.5079,0,1
244,3.7859,0,0
245,4.5554,0,1
246,4.5222,0,0
247,2.1547,0,0
248,2.1249,0,0
249,3.3983,0,0
250,2.5281,0,0
251,2.7550,0,0
252,4.3342,0,0
253,5.2661,0,1
254,5.4191,0,1
255,3.5929,0,1
256,2.7690,0,0
257,3.1923,0,1
258,2.8782,0,0
259,2.8261,0,0
260,4.9204,0,0
261,4.8286,0,1
262,4.5380,0,1
263,4.3798,0,1
264,3.7218,0,0
265,3.8165,0,0
266,3.8765,0,0
267,4.8231,0,1
268,4.3225,0,0
269,3.2773,0,0
270,1.5315,0,0
271,2.7985,0,0
272,2.2138,0,0
273,2.3667,0,0
274,4.3173,0,1
275,5.2727,0,0
276,5.6464,0,1
277,3.2953,0,0
278,3.0849,0,0
279,3.1266,0,0
280,2.4399,0,0
281,2.5620,0,0
282,4.5087,0,0
283,4.7820,0,0
284,3.9667,0,1
285,4.2138,0,1
286,3.5352,0,1
287,3.1901,0,0
288,3.6130,0,0
289,4.3676,0,1
290,4.1547,0,0
291,2.9289,0,0
292,1.8715,0,0
293,3.1060,0,0
294,1.8905,0,0
295,2.7197,0,0
296,4.2398,0,0
297,5.0354,0,0
298,5.5744,0,1
299,3.2588,0,0
300,2.5679,0,0
301,3.0381,0,0
302,2.5371,0,0
303,2.5208,0,0
304,4.4971,0,0
305,4.5048,0,0
306,4.3296,0,1
307,4.1441,0,1
308,3.7867,0,0
309,3.4982,0,0
310,3.8261,0,0
311,4.3663,0,1
312,4.4568,0,0
313,3.4063,0,1
314,1.4731,0,0
315,2.9220,0,0
316,1.9556,0,0
317,2.3510,0,0
318,4.1280,0,0
319,5.0570,0,1
320,5.2817,0,1
321,3.4623,0,0
322,3.1943,0,0
323,3.2979,0,0
324,2.5136,0,0
325,2.4523,0,0
326,4.6299,0,0
327,5.0191,0,0
328,3.7315,0,1
329,4.4416,0,1
330,3.6631,0,1
331,3.8119,0,0
332,4.0400,0,0
333,5.0345,0,0
334,4.2981,0,0
335,4.3116,0,0
336,1.8722,0,0
337,3.2192,0,0
338,2.4641,0,0
339,2.5086,0,0
340,4.1759,0,0
341,4.6819,0,0
342,5.2673,0,1
343,3.4260,0,1
344,2.9283,0,0
345,3.3245,0,0
346,2.0435,0,0
347,2.3499,0,0
348,4.6112,0,1
349,4.5030,0,0
350,3.9718,0,1
351,4.0395,0,1
352,3.8446,0,0
353,3.3418,0,0
354,3.8369,0,0
355,4.1185,0,0
356,4.1831,0,0
357,3.4586,0,1
358,0.9955,0,0
359,2.4638,0,0
360,1.6645,0,0
361,1.9042,0,0
362,3.9722,0,1
363,4.8885,0,0
364,4.9884,0,1
365,3.6386,0,0
366,2.8390,0,0
367,2.6517,0,0
368,2.5546,0,0
369,2.2988,0,0
370,4.1936,0,1
371,4.3145,0,1
372,3.7995,0,0
373,3.9108,0,0
374,4.8909,0,0
375,3.7909,0,0
376,3.9388,0,0
377,4.2613,0,0
378,4.5293,0,0
379,4.2395,0,0
380,1.3434,0,0
381,2.8685,0,0
382,1.8504,0,0
383,2.3061,0,0
384,3.9371,0,0
385,5.0448,0,0
386,5.1488,0,1
387,3.9334,0,0
388,2.7172,0,0
389,2.6417,0,0
390,3.1377,0,0
391,3.0030,0,0
392,4.7386,0,1
393,4.7895,0,1
394,4.2606,0,1
395,3.9027,0,0
396,4.0804,0,1
397,3.7452,0,0
398,3.7411,0,0
399,4.7310,0,0
400,3.9036,0,1
401,4.5811,0,1
402,1.2148,0,0
403,3.1214,0,0
404,2.0230,0,0
405,2.5408,0,0
406,3.7905,0,1
407,4.8164,0,0
408,5.2001,0,1
409,3.6380,0,0
410,2.5188,0,0
411,2.8921,0,0
412,2.4287,0,0
413,2.3534,0,0
414,4.4578,0,1
415,4.2652,0,1
416,3.7720,0,1
417,4.0360,0,1
418,3.8656,0,0
419,3.9682,0,0
420,3.9263,0,0
421,4.3049,0,1
422,4.1454,0,0
423,3.5910,0,1
424,1.6359,0,0
425,2.5240,0,0
426,1.8869,0,0
427,2.0010,0,0
428,4.2424,0,0
429,4.9830,0,0
430,5.1804,0,1
431,3.8357,0,1
432,2.7704,0,0
433,2.8442,0,0
434,2.5455,0,0
435,2.3289,0,0
436,4.6087,0,1
437,4.3636,0,0
438,4.0231,0,1
439,4.0941,0,0
440,4.2663,0,0
441,3.6633,0,0
442,4.0287,0,0
443,4.3100,0,0
444,4.3005,0,0
445,3.8922,0,0
446,1.2002,0,0
447,3.1540,0,0
448,2.1934,0,0
449,2.4267,0,0
450,4.4350,0,0
451,5.1044,0,1
452,5.5264,0,1
453,3.8710,0,0
454,3.1389,0,0
455,2.9545,0,0
456,2.7485,0,0
457,2.4023,0,0
458,4.6224,0,0
459,4.7070,0,1
460,3.4936,0,0
461,3.6307,0,1
462,4.3111,0,0
463,3.9645,0,0
464,4.0917,0,0
465,3.8170,0,0
466,3.9094,0,0
467,3.4654,0,0
468,1.3819,0,0
469,3.4673,0,0
470,2.3820,0,0
471,2.7862,0,0
472,4.3242,0,1
473,5.2036,0,0
474,5.4767,0,1
475,3.9703,0,0
476,2.6195,0,0
477,3.5285,0,0
478,3.0706,0,0
479,2.8718,0,0
480,4.8865,0,0
481,5.1895,0,1
482,4.0221,0,1
483,4.1132,0,1
484,3.7709,0,0
485,3.9712,0,0
486,4.1538,0,0
487,4.2881,0,0
488,4.4254,0,0
489,3.2373,0,1
490,1.6356,0,0
491,3.5473,0,0
492,2.6625,0,0
493,2.6825,0,0
494,4.4295,0,0
495,5.1708,0,0
496,5.5677,0,1
497,4.0670,0,0
498,3.0775,0,1
499,3.3346,0,1
500,2.3849,0,0
501,2.8780,0,0
502,4.9677,0,1
503,4.8118,0,1
504,3.8951,0,1
505,3.6977,0,0
506,3.3063,0,0
507,3.5825,0,0
508,4.3066,0,0
509,4.6398,0,1
510,4.4314,0,0
511,2.5991,0,0
512,1.6312,0,0
513,3.5276,0,0
514,2.6168,0,0
515,2.6404,0,0
516,4.6247,0,0
517,5.1419,0,0
518,5.4380,0,1
519,4.1511,0,0
520,3.2401,0,0
521,3.0210,0,1
522,2.7991,0,0
523,2.9715,0,0
524,5.2367,0,1
525,4.7433,0,0
526,3.5085,0,0
527,3.4740,0,1
528,3.6254,0,0
529,4.2391,0,0
530,4.0584,0,0
531,4.8823,0,1
532,4.5166,0,0
533,2.8275,0,1
534,1.6794,0,0
535,3.1855,0,0
536,2.4398,0,0
537,2.4052,0,0
538,4.4562,0,0
539,5.0040,0,0
540,5.6179,0,1
541,3.6107,0,0
542,1.6538,0,0
543,1.5874,0,0
544,2.6410,0,0
545,1.1325,0,0
546,4.1387,0,0
547,4.0674,0,0
548,4.4469,0,1
549,4.3078,0,0
550,0.8386,0,0
551,1.0463,0,0
552,3.6542,0,0
553,0.0000,1,0
554,0.0000,1,0
555,1.7501,0,0
556,3.3590,0,0
557,2.4012,0,0
558,2.8332,0,0
559,4.4667,0,0
560,5.4118,0,1
561,5.5380,0,1
562,4.0541,0,0
563,3.5390,0,1
564,3.2835,0,0
565,2.4512,0,0
566,3.0688,0,0
567,5.1646,0,1
568,4.9047,0,0
569,3.8065,0,1
570,4.1684,0,1
571,3.7366,0,0
572,3.5380,0,0
573,4.1595,0,0
574,4.5534,0,0
575,4.2696,0,0
576,3.2084,0,0
577,2.0413,0,0
578,3.9492,0,0
579,2.5664,0,0
580,3.4816,0,0
581,4.7944,0,1
582,5.1452,0,1
583,5.4656,0,1
584,4.3011,0,1
585,3.5068,0,0
586,2.8625,0,0
587,2.5158,0,0
588,2.3935,0,0
589,4.7422,0,0
590,4.6704,0,0
591,3.7493,0,0
592,3.9378,0,1
593,3.9057,0,0
594,3.7623,0,0
595,4.2086,0,0
596,4.2112,0,1
597,4.4613,0,0
598,3.2010,0,0
599,2.4744,0,0
600,4.2767,0,0
601,3.1598,0,0
602,3.4125,0,1
603,4.8489,0,1
604,5.3159,0,1
605,5.4322,0,1
606,4.4211,0,0
607,3.3177,0,0
608,3.2408,0,0
609,2.7878,0,0
610,2.4743,0,0
611,4.8244,0,0
612,4.9428,0,0
613,3.5588,0,1
614,3.3965,0,0
615,4.1260,0,1
616,4.0665,0,0
617,4.3104,0,0
618,3.9442,0,0
619,3.9666,0,0
620,3.8716,0,0
621,1.7346,0,0
622,3.5135,0,0
623,2.2795,0,0
624,3.0346,0,0
625,4.7811,0,0
626,5.2284,0,1
627,5.6200,0,1
628,4.1786,0,0
629,3.1776,0,0
630,3.2224,0,0
631,2.3959,0,0
632,2.5121,0,0
633,4.6507,0,1
634,4.6934,0,0
635,3.6211,0,1
636,3.6762,0,1
637,3.8446,0,0
638,3.4297,0,0
639,4.3132,0,0
640,4.1955,0,0
641,4.1515,0,0
642,3.3460,0,0
643,1.7653,0,0
644,3.3253,0,0
645,2.4058,0,0
646,2.7975,0,0
647,4.6234,0,1
648,5.2195,0,0
649,5.6484,0,1
650,3.8863,0,0
651,2.9500,0,0
652,3.1730,0,0
653,2.8282,0,0
654,2.4599,0,0
655,4.9057,0,0
656,4.6350,0,0
657,3.7686,0,1
658,3.9209,0,1
659,4.1525,0,1
660,3.2435,0,0
661,4.2336,0,0
662,3.6978,0,0
663,3.9623,0,0
664,4.0406,0,0
665,2.2384,0,0
666,3.4308,0,0
667,2.3754,0,0
668,3.0564,0,0
669,4.5557,0,0
670,5.0329,0,0
671,5.4439,0,1
672,4.0249,0,1
673,2.6761,0,0
674,2.7805,0,0
675,2.4404,0,0
676,2.8343,0,0
677,4.3225,0,0
678,4.5610,0,1
679,3.6044,0,1
680,3.5406,0,0
681,4.1056,0,0
682,3.2555,0,0
683,4.0009,0,0
684,4.5175,0,1
685,4.4107,0,0
686,3.1022,0,0
687,1.9705,0,0
688,3.5955,0,0
689,2.7423,0,0
690,2.9385,0,0
691,4.8667,0,1
692,5.0202,0,1
693,5.5487,0,1
694,4.4157,0,0
695,2.8531,0,0
696,3.3788,0,0
697,2.4649,0,0
698,3.0886,0,0
699,4.9393,0,0
700,4.7014,0,0
701,3.9662,0,1
702,3.4915,0,1
703,4.5656,0,0
704,3.3527,0,0
705,3.9532,0,0
706,4.2351,0,0
707,3.5745,0,0
708,3.8843,0,0
709,2.1004,0,0
710,3.6026,0,0
711,3.0940,0,0
712,2.7063,0,0
713,4.9475,0,1
714,5.3231,0,1
715,5.7471,0,1
716,3.8592,0,0
717,3.0356,0,0
718,3.3344,0,0
719,2.2153,0,0
720,2.3605,0,0
721,4.6250,0,0
722,4.6792,0,1
723,4.2048,0,1
724,3.3984,0,1
725,4.2092,0,0
726,3.1924,0,0
727,4.1686,0,0
728,3.4603,0,0
729,3.7906,0,0
730,3.9282,0,0
731,2.0138,0,0
732,3.6843,0,0
733,2.3477,0,0
734,3.2373,0,0
735,4.5595,0,1
736,5.2941,0,0
737,5.6726,0,1
738,3.7170,0,0
739,3.2078,0,0
740,3.3153,0,0
741,2.5617,0,0
742,2.3136,0,0
743,4.8967,0,0
744,4.4506,0,0
745,3.8439,0,1
746,3.7489,0,1
747,4.2798,0,0
748,3.4495,0,0
749,3.9628,0,0
750,4.1707,0,0
751,4.1163,0,0
752,2.9539,0,0
753,2.1880,0,0
754,4.0604,0,0
755,2.8162,0,0
756,3.3550,0,0
757,4.8959,0,0
758,5.1246,0,1
759,5.6822,0,1
760,4.0911,0,0
761,3.3812,0,0
762,2.9344,0,0
763,2.6213,0,0
764,3.1825,0,0
765,4.9786,0,1
766,4.8046,0,0
767,3.5406,0,0
768,3.5455,0,1
769,3.5866,0,0
770,3.4098,0,0
771,4.0999,0,0
772,4.6243,0,1
773,4.4421,0,1
774,3.3919,0,1
775,2.3762,0,0
776,3.9837,0,0
777,2.2724,0,0
778,3.6253,0,0
779,4.7744,0,0
780,5.3255,0,1
781,5.5443,0,1
782,4.3727,0,0
783,2.7296,0,0
784,2.9292,0,0
785,2.1299,0,0
786,2.5327,0,0
787,4.4408,0,0
788,4.4313,0,0
789,4.1019,0,1
790,3.8391,0,1
791,4.6559,0,0
792,3.8638,0,0
793,4.0623,0,0
794,4.1838,0,1
795,4.2279,0,0
796,4.0149,0,0
797,2.1880,0,0
798,3.5870,0,0
799,2.6901,0,0
800,3.2047,0,0
801,4.9370,0,1
802,5.3478,0,1
803,5.5309,0,1
804,4.3165,0,1
805,3.3179,0,0
806,3.0323,0,0
807,2.4180,0,0
808,2.3956,0,0
809,4.7762,0,0
810,4.6561,0,1
811,3.9252,0,0
812,3.8863,0,1
813,4.7064,0,0
814,3.1721,0,1
815,3.8765,0,0
816,4.6672,0,0
817,4.3261,0,0
818,3.4285,0,0
819,1.5090,0,0
820,3.2561,0,0
821,2.3967,0,0
822,2.4712,0,0
823,4.1754,0,0
824,4.5797,0,0
825,5.2319,0,1
826,2.9033,0,0
827,0.4031,0,0
828,0.2966,0,0
829,0.4031,0,0
830,0.2554,0,0
831,0.7394,0,0
832,0.7661,0,0
833,0.7724,0,0
834,0.6391,0,0
835,0.0000,1,0
836,0.0000,1,0
837,0.9830,0,0
838,0.8563,0,0
839,1.0225,0,0
840,1.9274,0,0
841,0.3863,0,0
842,0.7382,0,0
843,1.4817,0,0
844,1.7211,0,0
845,2.3312,0,0
846,0.0000,1,0
847,0.0000,1,0
848,0.0000,1,0
849,1.3378,0,0
850,2.6255,0,0
851,1.0040,0,0
852,2.5712,0,0
853,3.5961,0,0
854,2.5260,0,0
855,3.1248,0,1
856,4.6246,0,0
857,5.0257,0,0
858,5.4518,0,1
859,3.5835,0,0
860,3.2772,0,1
861,3.0091,0,0
862,2.2323,0,0
863,2.9456,0,0
864,4.8202,0,0
865,4.6368,0,0
866,3.8898,0,0
867,3.8094,0,0
868,4.0124,0,1
869,3.2591,0,0
870,4.0614,0,0
871,4.3789,0,1
872,4.2615,0,0
873,3.5697,0,0
874,2.4114,0,0
875,3.8136,0,0
876,2.6042,0,0
877,3.0241,0,0
878,4.6659,0,0
879,4.8592,0,0
880,5.5542,0,1
881,3.8379,0,0
882,3.2434,0,0
883,3.0028,0,0
884,2.3093,0,0
885,2.5653,0,0
886,4.7233,0,1
887,4.7364,0,0
888,4.1637,0,1
889,4.1950,0,1
890,3.6274,0,0
891,3.2644,0,0
892,3.8488,0,0
893,4.6826,0,0
894,4.3250,0,0
895,3.7889,0,0
896,2.0572,0,0
897,3.2966,0,0
898,2.3809,0,0
899,2.5689,0,0
900,4.4467,0,0
901,5.1933,0,1
902,5.6628,0,1
903,3.3813,0,0
904,2.6333,0,0
905,2.2249,0,0
906,2.3910,0,0
907,2.3328,0,0
908,4.1888,0,1
909,4.0708,0,0
910,4.2387,0,0
911,4.3746,0,1
912,4.3128,0,0
913,2.8570,0,0
914,3.9181,0,0
915,4.2614,0,0
916,3.8366,0,0
917,4.2468,0,1
918,2.3298,0,0
919,3.2943,0,0
920,2.2744,0,0
921,2.8129,0,0
922,4.7568,0,0
923,4.9232,0,0
924,5.4424,0,0
925,4.1484,0,0
926,2.5179,0,0
927,2.8106,0,0
928,2.2324,0,0
929,2.0230,0,0
930,4.3484,0,0
931,3.8789,0,0
932,4.1280,0,1
933,4.2558,0,0
934,4.5995,0,0
935,3.4266,0,0
936,4.2604,0,0
937,3.7937,0,0
938,4.1332,0,0
939,3.6702,0,0
940,1.7799,0,0
941,3.4677,0,0
942,2.6512,0,0
943,2.8064,0,0
944,4.5257,0,0
945,4.9047,0,0
946,5.4393,0,1
947,3.7633,0,0
948,2.5070,0,0
949,2.2724,0,0
950,2.0288,0,0
951,1.8735,0,0
952,3.7559,0,0
953,3.7891,0,0
954,4.2319,0,1
955,4.5250,0,0
956,3.8955,0,0
957,2.6433,0,0
958,4.0276,0,0
959,3.2964,0,0
960,3.6987,0,0
961,3.6671,0,0
962,1.4480,0,0
963,2.9872,0,0
964,2.1392,0,0
965,2.3876,0,0
966,4.5085,0,0
967,4.6303,0,0
968,5.4594,0,1
969,3.2082,0,0
970,2.3091,0,0
971,2.7635,0,0
972,2.3360,0,0
973,2.2991,0,0
974,4.3119,0,0
975,3.9221,0,0
976,4.3137,0,1
977,4.3023,0,1
978,3.5825,0,0
979,2.6273,0,0
980,3.5570,0,0
981,3.8582,0,0
982,4.0008,0,0
983,4.1251,0,0
984,1.8154,0,0
985,3.4766,0,0
986,2.4920,0,0
987,2.7674,0,0
988,4.3152,0,0
989,5.0243,0,0
990,5.3513,0,1
991,3.2631,0,0
992,2.3828,0,0
993,2.6055,0,0
994,2.1937,0,0
995,2.2987,0,0
996,4.1565,0,0
997,3.9500,0,0
998,3.9721,0,0
999,4.1493,0,0
1000,3.7673,0,0
1001,3.1077,0,0
1002,3.8424,0,0
1003,3.9597,0,1
1004,4.1135,0,0
1005,4.0685,0,0
1006,1.5750,0,0
1007,3.7027,0,0
1008,3.0773,0,0
1009,2.4373,0,0
1010,4.0955,0,0
1011,4.7974,0,0
1012,5.2609,0,1
1013,3.2874,0,0
1014,2.3585,0,0
1015,2.8087,0,0
1016,1.9741,0,0
1017,2.2228,0,0
1018,3.8115,0,1
1019,4.0275,0,0
1020,3.6568,0,1
1021,4.0333,0,1
1022,3.9984,0,0
1023,2.7114,0,0
1024,3.9495,0,0
1025,3.9231,0,0
1026,4.0110,0,0
1027,3.1767,0,0
1028,1.2887,0,0
1029,2.8346,0,0
1030,1.9842,0,0
1031,2.1873,0,0
1032,4.4130,0,0
1033,4.7893,0,0
1034,5.3778,0,1
1035,3.3526,0,0
1036,3.2436,0,0
1037,2.6383,0,0
1038,1.9442,0,0
1039,2.2664,0,0
1040,3.9355,0,0
1041,4.5327,0,1
1042,3.9853,0,1
1043,4.3302,0,1
1044,3.7540,0,0
1045,2.7841,0,0
1046,3.6513,0,0
1047,3.7258,0,0
1048,4.1770,0,0
1049,4.0019,0,1
1050,1.5766,0,0
1051,3.3579,0,0
1052,2.4497,0,0
1053,2.6326,0,0
1054,4.4232,0,1
1055,4.8179,0,1
1056,5.5251,0,1
1057,3.2923,0,0
1058,2.4904,0,0
1059,2.4224,0,0
1060,2.1773,0,0
1061,2.6011,0,0
1062,3.8486,0,0
1063,4.3104,0,1
1064,4.4926,0,1
1065,4.3108,0,0
1066,3.6747,0,0
1067,2.8702,0,0
1068,3.8546,0,0
1069,3.6222,0,0
1070,3.9679,0,0
1071,3.5604,0,1
1072,1.4129,0,0
1073,2.9755,0,0
1074,1.5993,0,0
1075,2.6762,0,0
1076,4.3559,0,0
1077,4.6930,0,0
1078,5.3296,0,1
1079,3.3735,0,0
1080,2.2890,0,0
1081,3.0578,0,0
1082,2.3737,0,0
1083,2.4092,0,0
1084,4.1951,0,0
1085,4.4844,0,1
1086,3.9949,0,1
1087,4.1901,0,0
1088,3.8503,0,0
1089,3.0038,0,0
1090,3.8860,0,0
1091,3.9004,0,0
1092,4.1189,0,0
1093,3.7713,0,0
1094,2.0248,0,0
1095,2.8040,0,0
1096,1.7527,0,0
1097,2.7243,0,0
1098,4.3445,0,0
1099,4.7245,0,0
1100,5.1963,0,0
1101,3.5472,0,0
1102,2.5856,0,0
1103,2.3552,0,0
1104,1.9031,0,0
1105,2.4093,0,0
1106,3.8734,0,0
1107,3.6905,0,0
1108,4.2071,0,0
1109,4.0485,0,1
1110,4.4026,0,0
1111,3.0853,0,0
1112,4.0355,0,0
1113,2.4274,0,0
1114,3.4394,0,0
1115,2.8724,0,0
1116,1.8808,0,0
1117,3.3725,0,0
1118,2.5638,0,0
1119,2.9876,0,0
1120,3.7392,0,0
1121,4.1508,0,0
1122,4.8258,0,0
1123,3.1461,0,0
1124,1.5800,0,0
1125,1.8425,0,0
1126,2.7788,0,0
1127,1.1300,0,0
1128,4.2545,0,1
1129,4.2420,0,0
1130,3.9304,0,1
1131,3.8698,0,0
1132,0.4685,0,0
1133,0.3621,0,0
1134,3.8246,0,0
1135,0.0000,1,0
1136,0.0000,1,0
1137,1.4299,0,0
1138,2.1155,0,0
1139,1.6571,0,0
1140,1.7234,0,0
1141,4.4190,0,0
1142,4.6401,0,0
1143,5.2195,0,1
1144,3.4842,0,0
1145,2.3683,0,0
1146,2.2879,0,0
1147,1.9483,0,0
1148,1.8099,0,0
1149,3.8083,0,1
1150,3.4970,0,0
1151,4.3954,0,0
1152,4.5248,0,1
1153,4.2760,0,0
1154,3.0662,0,0
1155,3.9054,0,0
1156,4.0798,0,1
1157,3.7010,0,1
1158,3.2686,0,0
1159,1.5380,0,0
1160,2.8726,0,0
1161,2.2523,0,0
1162,2.1385,0,0
1163,4.0791,0,0
1164,4.5342,0,1
1165,4.9198,0,1
1166,3.6956,0,0
1167,1.9786,0,0
1168,2.1443,0,0
1169,1.7073,0,0
1170,2.1211,0,0
1171,3.5984,0,1
1172,3.1930,0,0
1173,4.3280,0,0
1174,4.3664,0,1
1175,4.2431,0,1
1176,3.2672,0,0
1177,3.9092,0,0
1178,3.3741,0,1
1179,3.6947,0,0
1180,2.5098,0,0
1181,1.4276,0,0
1182,2.8249,0,0
1183,1.8473,0,0
1184,2.3244,0,0
1185,4.1184,0,1
1186,4.6315,0,1
1187,5.1251,0,1
1188,3.3600,0,0
1189,2.1587,0,0
1190,2.5601,0,0
1191,2.3173,0,0
1192,2.1299,0,0
1193,3.8443,0,1
1194,4.1991,0,0
1195,4.1784,0,0
1196,4.3291,0,1
1197,4.1130,0,0
1198,3.4620,0,0
1199,3.9344,0,0
1200,4.5304,0,1
1201,4.5941,0,0
1202,3.9711,0,1
1203,1.2947,0,0
1204,2.5827,0,0
1205,1.3958,0,0
1206,2.2124,0,0
1207,3.5909,0,0
1208,3.8019,0,0
1209,4.5117,0,0
1210,2.7529,0,0
1211,1.8180,0,0
1212,2.0026,0,0
1213,2.2787,0,1
1214,1.3869,0,0
1215,3.3257,0,1
1216,3.6535,0,1
1217,4.5058,0,0
1218,4.4279,0,0
1219,4.0700,0,0
1220,3.2038,0,0
1221,3.5116,0,0
1222,3.1280,0,0
1223,4.2051,0,0
1224,3.0355,0,0
1225,1.8429,0,0
1226,2.8093,0,0
1227,1.7876,0,0
1228,2.3408,0,0
1229,3.5026,0,0
1230,4.5035,0,0
1231,4.4275,0,1
1232,3.4300,0,0
1233,2.0754,0,0
1234,2.6743,0,0
1235,2.0204,0,0
1236,1.5946,0,0
1237,4.0347,0,0
1238,3.4899,0,0
1239,4.1423,0,1
1240,4.4298,0,1
1241,4.3045,0,0
1242,3.1370,0,1
1243,4.1772,0,0
1244,4.1363,0,1
1245,4.3888,0,0
